id_tercero,tipo_sujeto,nombres,apellidos,fecha_nacimiento,nacionalidad,numero_documento,tipo_documento,pais_residencia,coincidencia
T0001271,PERSONA_NATURAL,ANDRES CAMILA,HERNANDEZ RODRIGUEZ,2005-03-25,ESPAÑOLA,N6905993,PASAPORTE,PERU,0
T0001272,PERSONA_NATURAL,CAMILA CARLOS,LOPEZ LOPEZ,1990-02-22,ESTADOUNIDENSE,R9934008,PASAPORTE,ESPAÑA,0
T0001273,PERSONA_NATURAL,DANIEL LAURA,SANCHEZ HERNANDEZ,2002-08-06,MEXICANA,629351062,CE,COLOMBIA,0
T0001274,PERSONA_NATURAL,DANIEL DANIEL,MARTINEZ PEREZ,1989-04-05,ARGENTINA,1297562836,CC,ESPAÑA,0
T0001275,PERSONA_JURIDICA,LOPEZ RAMIREZ SERVICIOS LTDA 9337,,,,771620278,NIT,BRASIL,0
T0001276,PERSONA_NATURAL,ANA JUAN,RAMIREZ GARCIA,1985-09-28,PERUANA,993051228,CC,USA,0
T0001277,PERSONA_NATURAL,LUISA MARIA,SANCHEZ MARTINEZ,1970-03-10,VENEZOLANA,454544724,CC,BRASIL,0
T0001278,PERSONA_NATURAL,DAVID CAMILA,SANCHEZ MARTINEZ,2000-03-15,ARGENTINA,D6557607,PASAPORTE,MEXICO,0
T0001279,PERSONA_NATURAL,SARA ANDRES,PEREZ PEREZ,1993-11-14,ARGENTINA,1861493775,CE,ESPAÑA,0
T0001280,PERSONA_NATURAL,DANIEL CARLOS,TORRES GOMEZ,1995-10-21,ARGENTINA,A8357163,PASAPORTE,BRASIL,0
T0001281,PERSONA_NATURAL,JUAN CARLOS,GARCIA PEREZ,1973-07-23,ARGENTINA,U8382743,PASAPORTE,ESPAÑA,0
T0001282,PERSONA_NATURAL,ANDRES MARIA,HERNANDEZ RAMIREZ,1998-02-24,MEXICANA,896681081,CE,USA,0
T0001283,PERSONA_NATURAL,LUISA LAURA,MARTINEZ HERNANDEZ,1956-06-21,VENEZOLANA,1941007223,CE,BRASIL,0
T0001284,PERSONA_NATURAL,CARLOS ANA,HERNANDEZ SANCHEZ,1971-08-23,ECUATORIANA,I1599695,PASAPORTE,MEXICO,0
T0001285,PERSONA_NATURAL,CARLOS JUAN,MARTINEZ LOPEZ,1986-06-23,ECUATORIANA,1547247570,CE,MEXICO,0
T0001286,PERSONA_NATURAL,CARLOS LAURA,SANCHEZ HERNANDEZ,1959-12-26,MEXICANA,1314487698,CC,ECUADOR,0
T0001287,PERSONA_JURIDICA,HERNANDEZ MARTINEZ COMERCIAL LTDA 9565,,,,425297142,NIT,MEXICO,0
T0001288,PERSONA_NATURAL,CARLOS ANA,TORRES TORRES,1975-08-20,MEXICANA,1392660620,CE,MEXICO,0
T0001289,PERSONA_NATURAL,JORGE ANA,TORRES LOPEZ,1974-08-21,MEXICANA,P3942511,PASAPORTE,BRASIL,0
T0001290,PERSONA_JURIDICA,PEREZ GOMEZ INVERSIONES LTDA 5077,,,,321651732,NIT,PERU,0
T0001291,PERSONA_NATURAL,CAMILA SARA,GOMEZ MARTINEZ,1972-08-15,COLOMBIANA,Z9793246,PASAPORTE,PERU,0
T0001292,PERSONA_NATURAL,ANA DAVID,PEREZ GARCIA,1990-02-11,ARGENTINA,592985026,CC,ARGENTINA,0
T0001293,PERSONA_JURIDICA,TORRES GOMEZ TRADING SAS 7327,,,,708491814,NIT,ARGENTINA,0
T0001294,PERSONA_NATURAL,CARLOS SARA,RODRIGUEZ MARTINEZ,1964-12-23,BRASILEÑA,96399256,CC,ECUADOR,0
T0001295,PERSONA_NATURAL,ANDRES SARA,MARTINEZ GOMEZ,1958-09-10,COLOMBIANA,498737744,CC,PERU,0
T0001296,PERSONA_NATURAL,CAMILA LAURA,SANCHEZ GOMEZ,1984-01-11,VENEZOLANA,1037139389,CC,VENEZUELA,0
T0001297,PERSONA_NATURAL,CAMILA JUAN,RAMIREZ GARCIA,2005-02-24,BRASILEÑA,G8654679,PASAPORTE,COLOMBIA,0
T0001298,PERSONA_NATURAL,DANIEL CAMILA,HERNANDEZ SANCHEZ,1990-03-11,ARGENTINA,1114236599,CE,ECUADOR,0
T0001299,PERSONA_JURIDICA,HERNANDEZ HERNANDEZ TRADING S. EN C. 4089,,,,466298739,NIT,ECUADOR,0
T0001300,PERSONA_NATURAL,JORGE CARLOS,SANCHEZ GOMEZ,1998-03-16,COLOMBIANA,1928491445,CE,ARGENTINA,0
T0001301,PERSONA_NATURAL,MARIA MARIA,GOMEZ GARCIA,1993-05-04,BRASILEÑA,1379843260,CE,ARGENTINA,0
T0001302,PERSONA_NATURAL,LUISA ANDRES,MARTINEZ MARTINEZ,1969-09-10,ESTADOUNIDENSE,P2726662,PASAPORTE,ECUADOR,0
T0001303,PERSONA_JURIDICA,MARTINEZ RAMIREZ GROUP LTDA 5314,,,,267920042,NIT,PERU,0
T0001304,PERSONA_NATURAL,MARIA MARIA,RAMIREZ RODRIGUEZ,1970-09-16,ESPAÑOLA,I4837345,PASAPORTE,ECUADOR,0
T0001305,PERSONA_NATURAL,CARLOS ANA,RODRIGUEZ HERNANDEZ,1971-12-12,ESTADOUNIDENSE,671461222,CE,ESPAÑA,0
T0001306,PERSONA_NATURAL,DANIEL JUAN,GARCIA PEREZ,1976-06-21,MEXICANA,1657224321,CE,ECUADOR,0
T0001307,PERSONA_NATURAL,DANIEL ANA,TORRES TORRES,1997-04-26,PERUANA,Q8383705,PASAPORTE,ECUADOR,0
T0001308,PERSONA_NATURAL,LUISA MARIA,LOPEZ SANCHEZ,1996-10-16,COLOMBIANA,M9171197,PASAPORTE,PERU,0
T0001309,PERSONA_NATURAL,CAMILA CAMILA,GARCIA PEREZ,1956-01-21,ESTADOUNIDENSE,1165122254,CE,USA,0
T0001310,PERSONA_NATURAL,CARLOS ANDRES,SANCHEZ RODRIGUEZ,1997-02-11,ESPAÑOLA,1886794657,CC,MEXICO,0
T0001311,PERSONA_NATURAL,CAMILA LUISA,TORRES GOMEZ,1978-04-11,ARGENTINA,I9909162,PASAPORTE,ECUADOR,0
T0001312,PERSONA_NATURAL,MARIA ANDRES,LOPEZ LOPEZ,1999-08-24,PERUANA,699915919,CC,BRASIL,0
T0001313,PERSONA_NATURAL,ANA ANA,MARTINEZ HERNANDEZ,1966-10-24,COLOMBIANA,265959519,CC,ESPAÑA,0
T0001314,PERSONA_NATURAL,JUAN JORGE,LOPEZ TORRES,1981-05-19,ESTADOUNIDENSE,C2267561,PASAPORTE,VENEZUELA,0
T0001315,PERSONA_JURIDICA,GOMEZ TORRES SERVICIOS S. EN C. 1447,,,,716247535,NIT,BRASIL,0
T0001316,PERSONA_NATURAL,LUISA ANDRES,GARCIA HERNANDEZ,1979-08-24,MEXICANA,K2225169,PASAPORTE,MEXICO,0
T0001317,PERSONA_NATURAL,ANA LAURA,TORRES GARCIA,1951-07-19,ECUATORIANA,1349363520,CC,ESPAÑA,0
T0001318,PERSONA_NATURAL,LUISA ANA,GARCIA RODRIGUEZ,1966-04-19,ESTADOUNIDENSE,O4361005,PASAPORTE,USA,0
T0001319,PERSONA_JURIDICA,RAMIREZ RODRIGUEZ SERVICIOS LTDA 3387,,,,431229665,NIT,MEXICO,0
T0001320,PERSONA_NATURAL,JORGE CAMILA,PEREZ RODRIGUEZ,1984-06-03,ESTADOUNIDENSE,504144261,CE,PERU,0
T0001321,PERSONA_NATURAL,MARIA DANIEL,HERNANDEZ MARTINEZ,1963-06-01,MEXICANA,274376926,CE,ESPAÑA,0
T0001322,PERSONA_NATURAL,SARA SARA,MARTINEZ GARCIA,1953-08-15,ESPAÑOLA,451591921,CC,ESPAÑA,0
T0001323,PERSONA_NATURAL,ANDRES ANDRES,RODRIGUEZ TORRES,1987-12-17,VENEZOLANA,1634799781,CC,PERU,0
T0001324,PERSONA_NATURAL,LAURA SARA,RAMIREZ LOPEZ,1997-06-14,PERUANA,204972140,CC,ARGENTINA,0
T0001325,PERSONA_NATURAL,DANIEL ANDRES,LOPEZ LOPEZ,1969-02-14,ECUATORIANA,1515845463,CC,VENEZUELA,0
T0001326,PERSONA_NATURAL,DANIEL LAURA,PEREZ HERNANDEZ,1996-11-11,COLOMBIANA,1829809440,CC,PERU,0
T0001327,PERSONA_NATURAL,JUAN MARIA,TORRES RODRIGUEZ,1958-12-16,COLOMBIANA,1290339376,CC,PERU,0
T0001328,PERSONA_JURIDICA,HERNANDEZ LOPEZ HOLDING S.A.S. 2590,,,,550154608,NIT,MEXICO,0
T0001329,PERSONA_NATURAL,JORGE MARIA,RODRIGUEZ LOPEZ,1957-03-01,BRASILEÑA,667269193,CC,ESPAÑA,0
T0001330,PERSONA_NATURAL,CARLOS CAMILA,LOPEZ PEREZ,2000-01-11,COLOMBIANA,83492839,CE,MEXICO,0
T0001331,PERSONA_JURIDICA,PEREZ TORRES LOGISTICA S. EN C. 8614,,,,282257190,NIT,MEXICO,0
T0001332,PERSONA_NATURAL,ANA LUISA,GOMEZ GARCIA,1954-02-16,BRASILEÑA,1848547552,CE,ARGENTINA,0
T0001333,PERSONA_NATURAL,CAMILA DAVID,PEREZ HERNANDEZ,1980-08-09,MEXICANA,1419553017,CE,ARGENTINA,0
T0001334,PERSONA_NATURAL,CAMILA DAVID,GOMEZ SANCHEZ,1981-12-27,PERUANA,480967061,CC,ARGENTINA,0
T0001335,PERSONA_NATURAL,MARIA LUISA,GOMEZ GOMEZ,1995-07-10,VENEZOLANA,495811063,CC,ECUADOR,0
T0001336,PERSONA_NATURAL,DAVID CARLOS,LOPEZ SANCHEZ,1992-10-17,ARGENTINA,I3209678,PASAPORTE,USA,0
T0001337,PERSONA_NATURAL,DAVID MARIA,RAMIREZ PEREZ,1997-07-21,COLOMBIANA,401212406,CC,COLOMBIA,0
T0001338,PERSONA_NATURAL,JUAN LUISA,RODRIGUEZ GARCIA,1970-01-19,BRASILEÑA,1851854745,CE,USA,0
T0001339,PERSONA_NATURAL,CAMILA DANIEL,SANCHEZ MARTINEZ,1979-10-09,ARGENTINA,263014648,CE,ECUADOR,0
T0001340,PERSONA_NATURAL,JORGE ANA,LOPEZ RODRIGUEZ,1966-06-26,BRASILEÑA,O2619058,PASAPORTE,USA,0
T0001341,PERSONA_NATURAL,CARLOS ANDRES,LOPEZ GARCIA,1991-01-18,MEXICANA,497747339,CC,BRASIL,0
T0001342,PERSONA_NATURAL,ANDRES JORGE,HERNANDEZ RODRIGUEZ,2005-06-10,BRASILEÑA,1198199563,CE,VENEZUELA,0
T0001343,PERSONA_JURIDICA,TORRES RODRIGUEZ LOGISTICA S. EN C. 3202,,,,252158258,NIT,PERU,0
T0001344,PERSONA_NATURAL,LUISA SARA,LOPEZ TORRES,1988-03-19,ARGENTINA,B9944877,PASAPORTE,USA,0
T0001345,PERSONA_NATURAL,SARA JORGE,RODRIGUEZ LOPEZ,1960-02-22,MEXICANA,U4795970,PASAPORTE,MEXICO,0
T0001346,PERSONA_NATURAL,CAMILA DANIEL,MARTINEZ HERNANDEZ,1953-07-10,ESPAÑOLA,N8995112,PASAPORTE,BRASIL,0
T0001347,PERSONA_NATURAL,SARA CARLOS,PEREZ GOMEZ,1966-12-18,ECUATORIANA,1992239400,CC,VENEZUELA,0
T0001348,PERSONA_JURIDICA,MARTINEZ GARCIA TRADING LTDA 6875,,,,519832695,NIT,PERU,0
T0001349,PERSONA_NATURAL,ANA ANDRES,MARTINEZ HERNANDEZ,1958-07-04,MEXICANA,962154209,CC,MEXICO,0
T0001350,PERSONA_NATURAL,ANA JUAN,GOMEZ TORRES,1969-09-04,BRASILEÑA,1428244230,CC,BRASIL,0
T0001351,PERSONA_NATURAL,ANDRES JORGE,RAMIREZ SANCHEZ,1959-02-25,ESTADOUNIDENSE,97985904,CE,ESPAÑA,0
T0001352,PERSONA_NATURAL,CARLOS ANDRES,SANCHEZ GARCIA,1987-03-23,BRASILEÑA,492396586,CE,ARGENTINA,0
T0001353,PERSONA_NATURAL,SARA CAMILA,RAMIREZ LOPEZ,1965-11-16,ESPAÑOLA,131660357,CE,VENEZUELA,0
T0001354,PERSONA_JURIDICA,HERNANDEZ HERNANDEZ INVERSIONES CIA 8330,,,,453078170,NIT,ESPAÑA,0
T0001355,PERSONA_NATURAL,CAMILA LAURA,MARTINEZ RAMIREZ,1977-11-09,VENEZOLANA,P7305252,PASAPORTE,ARGENTINA,0
T0001356,PERSONA_JURIDICA,GARCIA PEREZ HOLDING SAS 9682,,,,952121478,NIT,VENEZUELA,0
T0001357,PERSONA_NATURAL,ANDRES LUISA,LOPEZ RAMIREZ,1993-12-20,ESPAÑOLA,1552513873,CE,COLOMBIA,0
T0001358,PERSONA_NATURAL,LAURA LAURA,RAMIREZ TORRES,1952-07-27,ESPAÑOLA,A4624541,PASAPORTE,MEXICO,0
T0001359,PERSONA_NATURAL,ANA ANDRES,HERNANDEZ GARCIA,2001-01-24,BRASILEÑA,780063869,CE,USA,0
T0001360,PERSONA_NATURAL,LUISA CARLOS,SANCHEZ PEREZ,1970-08-23,ECUATORIANA,459642312,CC,ARGENTINA,0
T0001361,PERSONA_NATURAL,JORGE DAVID,LOPEZ GARCIA,1998-06-25,MEXICANA,1849634060,CE,VENEZUELA,0
T0001362,PERSONA_NATURAL,CAMILA JORGE,MARTINEZ LOPEZ,2003-05-04,VENEZOLANA,M6249999,PASAPORTE,BRASIL,0
T0001363,PERSONA_NATURAL,DANIEL LUISA,HERNANDEZ SANCHEZ,1972-06-26,BRASILEÑA,1630858053,CE,MEXICO,0
T0001364,PERSONA_JURIDICA,LOPEZ PEREZ COMERCIAL LTDA 9542,,,,433426453,NIT,ARGENTINA,0
T0001365,PERSONA_NATURAL,JORGE CARLOS,TORRES TORRES,1961-07-20,VENEZOLANA,210496972,CC,VENEZUELA,0
T0001366,PERSONA_NATURAL,DAVID DANIEL,HERNANDEZ RODRIGUEZ,1995-06-18,ESTADOUNIDENSE,295684647,CE,ESPAÑA,0
T0001367,PERSONA_NATURAL,SARA CARLOS,RAMIREZ RAMIREZ,1955-06-08,BRASILEÑA,538073949,CC,ARGENTINA,0
T0001368,PERSONA_NATURAL,CARLOS JUAN,SANCHEZ MARTINEZ,2003-12-08,PERUANA,955657095,CC,PERU,0
T0001369,PERSONA_NATURAL,CARLOS LUISA,PEREZ RAMIREZ,1980-08-14,ARGENTINA,S4225237,PASAPORTE,ESPAÑA,0
T0001370,PERSONA_NATURAL,JORGE CAMILA,GARCIA RAMIREZ,1974-12-09,ESTADOUNIDENSE,936241270,CE,USA,0
T0001371,PERSONA_NATURAL,LUISA ANA,TORRES LOPEZ,1954-12-05,ESTADOUNIDENSE,H3160312,PASAPORTE,VENEZUELA,0
T0001372,PERSONA_JURIDICA,TORRES SANCHEZ HOLDING S.A. 1727,,,,966781918,NIT,PERU,0
T0001373,PERSONA_NATURAL,SARA SARA,TORRES MARTINEZ,1979-05-19,COLOMBIANA,1338875645,CE,BRASIL,0
T0001374,PERSONA_NATURAL,DANIEL ANDRES,RODRIGUEZ PEREZ,1985-08-18,COLOMBIANA,1033547490,CE,MEXICO,0
T0001375,PERSONA_NATURAL,ANA ANDRES,HERNANDEZ RAMIREZ,1966-12-01,BRASILEÑA,1522296248,CE,MEXICO,0
T0001376,PERSONA_JURIDICA,MARTINEZ SANCHEZ INVERSIONES S. EN C. 5001,,,,454907373,NIT,PERU,0
T0001377,PERSONA_NATURAL,JORGE DANIEL,RODRIGUEZ TORRES,1993-10-11,COLOMBIANA,B7012107,PASAPORTE,VENEZUELA,0
T0001378,PERSONA_NATURAL,ANDRES CAMILA,GOMEZ TORRES,1976-12-06,PERUANA,1301766098,CC,MEXICO,0
T0001379,PERSONA_NATURAL,JUAN DAVID,SANCHEZ GOMEZ,1971-02-04,ESPAÑOLA,W7500351,PASAPORTE,ESPAÑA,0
T0001380,PERSONA_NATURAL,LAURA MARIA,LOPEZ RODRIGUEZ,1956-05-12,MEXICANA,N5228095,PASAPORTE,BRASIL,0
T0001381,PERSONA_NATURAL,CARLOS DANIEL,MARTINEZ MARTINEZ,1972-11-21,VENEZOLANA,980077394,CE,VENEZUELA,0
T0001382,PERSONA_NATURAL,JUAN CAMILA,PEREZ TORRES,1953-11-12,VENEZOLANA,13712775,CC,ARGENTINA,0
T0001383,PERSONA_NATURAL,ANA DANIEL,HERNANDEZ PEREZ,2001-10-19,ESTADOUNIDENSE,380211062,CC,PERU,0
T0001384,PERSONA_NATURAL,LAURA MARIA,TORRES MARTINEZ,1972-02-28,MEXICANA,L3968364,PASAPORTE,BRASIL,0
T0001385,PERSONA_NATURAL,MARIA JORGE,RODRIGUEZ SANCHEZ,1951-10-02,ARGENTINA,1743459170,CC,ECUADOR,0
T0001386,PERSONA_JURIDICA,GOMEZ LOPEZ GROUP LTDA 9678,,,,656723166,NIT,MEXICO,0
T0001387,PERSONA_JURIDICA,SANCHEZ MARTINEZ HOLDING LTDA 5537,,,,588195070,NIT,ARGENTINA,0
T0001388,PERSONA_NATURAL,LAURA ANDRES,TORRES GOMEZ,1971-04-12,MEXICANA,1765751496,CC,BRASIL,0
T0001389,PERSONA_NATURAL,CAMILA ANDRES,TORRES GOMEZ,1992-11-11,ARGENTINA,S9924232,PASAPORTE,ARGENTINA,0
T0001390,PERSONA_NATURAL,JORGE DAVID,MARTINEZ HERNANDEZ,1970-03-15,PERUANA,1355053356,CE,ESPAÑA,0
T0001391,PERSONA_NATURAL,CAMILA DANIEL,HERNANDEZ SANCHEZ,2000-05-25,COLOMBIANA,B4155440,PASAPORTE,VENEZUELA,0
T0001392,PERSONA_NATURAL,CAMILA SARA,RAMIREZ TORRES,1961-11-11,COLOMBIANA,A1792011,PASAPORTE,ECUADOR,0
T0001393,PERSONA_NATURAL,ANA JORGE,PEREZ GARCIA,1997-09-17,MEXICANA,L1750288,PASAPORTE,PERU,0
T0001394,PERSONA_NATURAL,MARIA LUISA,LOPEZ GOMEZ,1995-04-16,PERUANA,U1261602,PASAPORTE,COLOMBIA,0
T0001395,PERSONA_JURIDICA,MARTINEZ GOMEZ INVERSIONES SAS 3948,,,,808233867,NIT,USA,0
T0001396,PERSONA_JURIDICA,GARCIA MARTINEZ INVERSIONES S.A.S. 743,,,,267427481,NIT,MEXICO,0
T0001397,PERSONA_NATURAL,CAMILA DAVID,HERNANDEZ GARCIA,1993-10-23,ECUATORIANA,1896953179,CC,ECUADOR,0
T0001398,PERSONA_NATURAL,JUAN DANIEL,GARCIA GARCIA,1967-04-27,BRASILEÑA,1298768567,CE,COLOMBIA,0
T0001399,PERSONA_NATURAL,DANIEL JUAN,SANCHEZ RODRIGUEZ,1992-12-08,VENEZOLANA,D2934050,PASAPORTE,MEXICO,0
T0001400,PERSONA_JURIDICA,SANCHEZ GOMEZ SERVICIOS S. EN C. 5373,,,,279708658,NIT,ECUADOR,0
T0001401,PERSONA_JURIDICA,GARCIA HERNANDEZ HOLDING S.A. 4674,,,,712149161,NIT,ECUADOR,0
T0001402,PERSONA_NATURAL,ANDRES DANIEL,MARTINEZ GOMEZ,1985-08-07,MEXICANA,B8867792,PASAPORTE,BRASIL,0
T0001403,PERSONA_NATURAL,LUISA JUAN,GARCIA RODRIGUEZ,1955-12-26,VENEZOLANA,946192549,CC,USA,0
T0001404,PERSONA_NATURAL,MARIA LAURA,RAMIREZ PEREZ,1992-09-25,PERUANA,1566732719,CC,USA,0
T0001405,PERSONA_NATURAL,JUAN MARIA,LOPEZ HERNANDEZ,1961-06-15,PERUANA,B7565123,PASAPORTE,ESPAÑA,0
T0001406,PERSONA_NATURAL,CARLOS JORGE,GOMEZ MARTINEZ,1961-11-07,ESTADOUNIDENSE,X8363043,PASAPORTE,COLOMBIA,0
T0001407,PERSONA_JURIDICA,GOMEZ MARTINEZ HOLDING S. EN C. 4725,,,,697916497,NIT,MEXICO,0
T0001408,PERSONA_NATURAL,SARA MARIA,LOPEZ LOPEZ,1952-03-04,PERUANA,828649534,CC,COLOMBIA,0
T0001409,PERSONA_NATURAL,ANDRES JUAN,SANCHEZ RAMIREZ,1991-07-10,ESPAÑOLA,1964727828,CE,PERU,0
T0001410,PERSONA_NATURAL,CAMILA CARLOS,LOPEZ SANCHEZ,1980-03-15,ARGENTINA,490692395,CE,MEXICO,0
T0001411,PERSONA_NATURAL,SARA MARIA,GARCIA HERNANDEZ,1960-06-24,COLOMBIANA,1739691735,CE,ECUADOR,0
T0001412,PERSONA_NATURAL,LAURA DANIEL,TORRES MARTINEZ,1975-03-27,ESTADOUNIDENSE,881432455,CC,ESPAÑA,0
T0001413,PERSONA_JURIDICA,SANCHEZ SANCHEZ LOGISTICA S.A.S. 7604,,,,490369859,NIT,USA,0
T0001414,PERSONA_NATURAL,DANIEL MARIA,TORRES MARTINEZ,1965-04-23,PERUANA,G7097090,PASAPORTE,BRASIL,0
T0001415,PERSONA_NATURAL,DANIEL ANA,HERNANDEZ MARTINEZ,1975-03-16,VENEZOLANA,U8588667,PASAPORTE,ECUADOR,0
T0001416,PERSONA_JURIDICA,RAMIREZ GARCIA COMERCIAL LTDA 3568,,,,462584525,NIT,ARGENTINA,0
T0001417,PERSONA_JURIDICA,GARCIA TORRES LOGISTICA LTDA 7267,,,,125593061,NIT,PERU,0
T0001418,PERSONA_NATURAL,DAVID MARIA,HERNANDEZ RAMIREZ,1999-03-21,ESPAÑOLA,Z4318696,PASAPORTE,MEXICO,0
T0001419,PERSONA_NATURAL,LAURA LUISA,RODRIGUEZ SANCHEZ,1970-10-25,ARGENTINA,U1592263,PASAPORTE,VENEZUELA,0
T0001420,PERSONA_NATURAL,ANDRES JUAN,PEREZ PEREZ,1971-02-11,ESTADOUNIDENSE,1606835145,CC,MEXICO,0
T0001421,PERSONA_JURIDICA,HERNANDEZ GOMEZ INVERSIONES S. EN C. 5179,,,,726473076,NIT,BRASIL,0
T0001422,PERSONA_JURIDICA,RODRIGUEZ RODRIGUEZ LOGISTICA SAS 8731,,,,763882641,NIT,ESPAÑA,0
T0001423,PERSONA_NATURAL,JORGE DAVID,SANCHEZ HERNANDEZ,1994-04-04,MEXICANA,218453948,CE,COLOMBIA,0
T0001424,PERSONA_NATURAL,DANIEL LAURA,GARCIA SANCHEZ,1960-01-19,ESTADOUNIDENSE,1266044292,CE,MEXICO,0
T0001425,PERSONA_NATURAL,JUAN LAURA,RAMIREZ LOPEZ,1971-02-12,VENEZOLANA,299788741,CC,ECUADOR,0
T0001426,PERSONA_NATURAL,MARIA ANDRES,MARTINEZ LOPEZ,1968-12-26,VENEZOLANA,1304530097,CE,BRASIL,0
T0001427,PERSONA_NATURAL,CAMILA DANIEL,RODRIGUEZ LOPEZ,2004-05-07,ARGENTINA,1127618361,CE,COLOMBIA,0
T0001428,PERSONA_NATURAL,MARIA JUAN,MARTINEZ HERNANDEZ,1966-08-14,ESTADOUNIDENSE,595912019,CC,BRASIL,0
T0001429,PERSONA_NATURAL,ANA JORGE,PEREZ RODRIGUEZ,2005-10-01,COLOMBIANA,827485007,CE,PERU,0
T0001430,PERSONA_JURIDICA,GARCIA GARCIA COMERCIAL CIA 4438,,,,848243535,NIT,ESPAÑA,0
T0001431,PERSONA_NATURAL,JORGE DANIEL,GARCIA LOPEZ,1958-06-24,ECUATORIANA,G9201213,PASAPORTE,ECUADOR,0
T0001432,PERSONA_NATURAL,MARIA ANDRES,MARTINEZ GOMEZ,1961-06-03,MEXICANA,Z4975282,PASAPORTE,VENEZUELA,0
T0001433,PERSONA_JURIDICA,PEREZ PEREZ GROUP S.A. 1163,,,,267765490,NIT,BRASIL,0
T0001434,PERSONA_NATURAL,ANA DAVID,GOMEZ RAMIREZ,1957-01-23,MEXICANA,1981394640,CC,VENEZUELA,0
T0001435,PERSONA_NATURAL,SARA ANDRES,PEREZ GARCIA,2000-11-08,PERUANA,1549701070,CC,VENEZUELA,0
T0001436,PERSONA_NATURAL,DAVID JORGE,MARTINEZ SANCHEZ,2002-04-23,BRASILEÑA,W4121650,PASAPORTE,BRASIL,0
T0001437,PERSONA_NATURAL,DAVID CAMILA,PEREZ SANCHEZ,1961-09-01,VENEZOLANA,434601551,CC,ECUADOR,0
T0001438,PERSONA_NATURAL,JORGE CAMILA,MARTINEZ GOMEZ,1994-02-07,MEXICANA,1634112328,CE,PERU,0
T0001439,PERSONA_NATURAL,DAVID CAMILA,HERNANDEZ RAMIREZ,1976-09-21,ECUATORIANA,925951836,CC,ECUADOR,0
T0001440,PERSONA_NATURAL,SARA LUISA,TORRES PEREZ,1991-11-09,ECUATORIANA,148841986,CC,COLOMBIA,0
T0001441,PERSONA_NATURAL,ANA SARA,PEREZ RAMIREZ,1998-07-03,BRASILEÑA,1608304853,CC,VENEZUELA,0
T0001442,PERSONA_NATURAL,ANA SARA,RAMIREZ GOMEZ,1986-05-24,ESTADOUNIDENSE,779040792,CE,BRASIL,0
T0001443,PERSONA_NATURAL,CARLOS LAURA,LOPEZ TORRES,1997-04-08,MEXICANA,1493620468,CC,USA,0
T0001444,PERSONA_NATURAL,LAURA ANA,GARCIA SANCHEZ,2005-08-15,MEXICANA,1594540549,CC,ESPAÑA,0
T0001445,PERSONA_NATURAL,JUAN MARIA,LOPEZ GARCIA,2005-11-05,ESPAÑOLA,39957757,CE,ESPAÑA,0
T0001446,PERSONA_NATURAL,DAVID MARIA,RODRIGUEZ RAMIREZ,1961-04-04,COLOMBIANA,1024231240,CE,MEXICO,0
T0001447,PERSONA_NATURAL,LUISA JUAN,SANCHEZ GARCIA,1960-05-27,ARGENTINA,499066411,CE,PERU,0
T0001448,PERSONA_JURIDICA,PEREZ LOPEZ COMERCIAL SAS 5306,,,,858087611,NIT,BRASIL,0
T0001449,PERSONA_NATURAL,MARIA LUISA,TORRES SANCHEZ,2001-04-14,BRASILEÑA,671441447,CC,MEXICO,0
T0001450,PERSONA_NATURAL,CARLOS DAVID,RAMIREZ GARCIA,1989-02-20,MEXICANA,J6722662,PASAPORTE,USA,0
T0001451,PERSONA_NATURAL,MARIA ANA,RAMIREZ SANCHEZ,1954-01-15,ESTADOUNIDENSE,538516882,CE,PERU,0
T0001452,PERSONA_JURIDICA,MARTINEZ LOPEZ GROUP S.A.S. 4606,,,,695922147,NIT,USA,0
T0001453,PERSONA_NATURAL,ANA SARA,MARTINEZ RODRIGUEZ,1970-11-19,PERUANA,S4976500,PASAPORTE,PERU,0
T0001454,PERSONA_NATURAL,LAURA JUAN,LOPEZ TORRES,1956-07-25,MEXICANA,K2364116,PASAPORTE,ARGENTINA,0
T0001455,PERSONA_NATURAL,CAMILA SARA,HERNANDEZ GOMEZ,1978-07-25,PERUANA,1538809979,CE,MEXICO,0
T0001456,PERSONA_NATURAL,JUAN LAURA,MARTINEZ MARTINEZ,1990-01-11,ESTADOUNIDENSE,P3451490,PASAPORTE,ECUADOR,0
T0001457,PERSONA_JURIDICA,SANCHEZ LOPEZ HOLDING S. EN C. 3287,,,,984909762,NIT,PERU,0
T0001458,PERSONA_JURIDICA,RAMIREZ RAMIREZ COMERCIAL S.A. 1002,,,,889731609,NIT,PERU,0
T0001459,PERSONA_NATURAL,JORGE CARLOS,MARTINEZ GARCIA,1977-12-27,COLOMBIANA,570467205,CE,PERU,0
T0001460,PERSONA_NATURAL,JUAN JUAN,GARCIA GOMEZ,1973-08-25,MEXICANA,1354088267,CE,ESPAÑA,0
T0001461,PERSONA_NATURAL,CAMILA LAURA,LOPEZ GOMEZ,1967-08-09,PERUANA,T8605673,PASAPORTE,ECUADOR,0
T0001462,PERSONA_NATURAL,MARIA ANA,PEREZ GOMEZ,1953-06-18,BRASILEÑA,314411911,CE,USA,0
T0001463,PERSONA_NATURAL,DANIEL JORGE,PEREZ GARCIA,1991-06-13,MEXICANA,1326583691,CE,COLOMBIA,0
